epoch,train_onset_bce,train_frame_bce,train_total,val_onset_bce,val_frame_bce,val_total,val_onset_f1_weighted,val_frame_f1_weighted,lr
1.0,0.43191489489639506,0.4470508335267796,0.8789657389416414,0.30104680856068927,0.30866363644599915,0.6097104549407959,0.19068637823046442,0.22589279287779243,0.0003
2.0,0.14347064933356116,0.14491627978927948,0.2883869295611101,0.1469921221335729,0.14611904323101044,0.2931111653645833,0.1116666651138889,0.0666666656888889,0.0003
3.0,0.12917597942492542,0.12764342085403554,0.2568194007172304,0.14243665834267935,0.14587818086147308,0.2883148392041524,0.06666666574444445,0.06666666574444445,0.0003
4.0,0.12450933719382566,0.12366593147025388,0.24817526691100178,0.1494183341662089,0.15366688867410025,0.30308522780736286,0.08333333209722224,0.06666666574444445,0.0003
5.0,0.12125553234535105,0.12063499014167224,0.2418905233635622,0.1510366549094518,0.15241071581840515,0.3034473756949107,0.08333333209722224,0.06666666574444445,0.0003
6.0,0.11828283702625948,0.11854923647992752,0.23683207525926478,0.14009802043437958,0.1383052965005239,0.2784033219019572,0.0,0.0,0.0001
7.0,0.10908032471642774,0.10854419846745099,0.21762452230733983,0.13293561339378357,0.12951995929082236,0.2624555726846059,0.0,0.0,0.0001
8.0,0.10344347664538552,0.10043581662809148,0.20387929327347698,0.12910438577334085,0.12761612981557846,0.25672051310539246,0.0,0.0,0.0001
9.0,0.09475163458024755,0.09380309371387258,0.18855473048546734,0.1270778477191925,0.12352297951777776,0.25060082972049713,0.0,0.0,0.0001
10.0,0.08881447201266009,0.08610809462911942,0.17492256532697117,0.12410502384106319,0.12203234434127808,0.24613737066586813,0.0,0.0,0.0001
11.0,0.08231493217103622,0.07901539565885768,0.16133032739162445,0.1224020744363467,0.11998380968968074,0.2423858791589737,0.0,0.0,0.0001
12.0,0.07752504199743271,0.07544761896133423,0.1529726587674197,0.11680769920349121,0.11450156569480896,0.23130927483240762,0.0,0.09999999845000002,0.0001
13.0,0.06880542000426966,0.06602450876551516,0.13482993008459315,0.11677511781454086,0.11203851054112117,0.2288136233886083,0.0,0.14999999767500002,0.0001
14.0,0.06373090538031914,0.05925864397602923,0.12298954935634837,0.11555992563565572,0.10981428374846776,0.22537421186765036,0.09999999845000002,0.09999999845000002,0.0001
15.0,0.054860396858523876,0.05013578779557172,0.10499618421582614,0.11063581208388011,0.10641486197710037,0.21705067654450735,0.19999999690000003,0.29999999535000005,0.0001
16.0,0.049860563348321355,0.04621658167418312,0.09607714458423502,0.1100376695394516,0.10397966454426448,0.21401734153429666,0.24999999612500004,0.29999999535000005,0.0001
17.0,0.04363509431919631,0.040210434728685546,0.08384552904788185,0.1089080348610878,0.10386919975280762,0.21277723709742227,0.29999999535000005,0.29999999535000005,0.0001
18.0,0.03959040519069223,0.03619089207666762,0.07578129693865776,0.103206105530262,0.09843264271815617,0.20163874824841818,0.39999999380000006,0.3499999945750001,0.0001
19.0,0.03617723866858903,0.03267201310133233,0.06884925133165191,0.10278065254290898,0.09740774830182393,0.2001884033282598,0.4499999930250001,0.49999999225000014,0.0001
20.0,0.03504782038576463,0.03186846907962771,0.06691628979409442,0.09977135807275772,0.09630562861760457,0.1960769941409429,0.39999999380000006,0.3499999945750001,0.0001
